GO:0005615	2
GO:0005509	2
GO:0004252	2
GO:0007596	2
GO:0006508	2
GO:0005615	4
GO:1905286	2
GO:0005509	2
GO:0004252	4
GO:0007596	4
GO:0002690	4
GO:0010641	2
GO:0050927	2
GO:0032008	2
GO:0016485	2
GO:0005783	2
GO:0005615	2
GO:0005796	2
GO:0005509	2
GO:0004252	2
GO:0005615	2
GO:0005509	2
GO:0004252	2
GO:0007596	2
GO:0006508	2
GO:0005615	2
GO:0005509	2
GO:0004252	2
GO:0007596	2
GO:0005576	4
GO:0005615	2
GO:1905286	2
GO:0031982	2
GO:0005509	2
GO:0004252	2
GO:0005102	2
GO:0031100	2
GO:0007596	5
GO:0007623	2
GO:0030194	2
GO:0002690	2
GO:0010641	2
GO:0050927	2
GO:0032008	2
GO:0016485	2
GO:1904612	2
GO:1905217	2
GO:0010037	2
GO:0070723	2
GO:0032355	2
GO:0043627	2
GO:0033595	2
GO:0060416	2
GO:0001666	2
GO:1904400	2
GO:1905225	2
GO:0097068	2
GO:0032571	2
GO:0005615	4
GO:0005509	2
GO:0004252	4
GO:0007596	4
GO:0002690	4
GO:0006508	2
GO:0005615	2
GO:0005509	2
GO:0004252	2
GO:0007596	2
GO:0006508	2
GO:0062023	0
GO:0005788	4
GO:0005576	4
GO:0005615	4
GO:0005796	4
GO:0005886	4
GO:1905286	5
GO:0031982	2
GO:0005509	2
GO:0004252	4
GO:0008236	4
GO:0005102	2
GO:0031100	2
GO:0007596	5
GO:0007623	2
GO:0030194	2
GO:0030335	4
GO:0002690	5
GO:0010641	5
GO:0050927	5
GO:0032008	5
GO:0016485	5
GO:1904612	2
GO:1905217	2
GO:0010037	2
GO:0070723	2
GO:0032355	2
GO:0043627	2
GO:0033595	2
GO:0060416	2
GO:0001666	2
GO:1904400	2
GO:1905225	2
GO:0097068	2
GO:0032571	2
GO:0005615	2
GO:0005509	2
GO:0004252	2
GO:0007596	2
GO:0006508	2
GO:0005615	2
GO:1905286	2
GO:0005509	2
GO:0004252	2
GO:0007596	2
GO:0002690	2
GO:0010641	2
GO:0050927	2
GO:0032008	2
GO:0016485	2
GO:0005615	2
GO:0005509	2
GO:0004252	2
GO:0007596	2
GO:0006508	2
GO:0005615	2
GO:0005509	2
GO:0004252	2
GO:0006508	2
